years,month,sinkholes,level,algas,Cirsium,Dasylirion,Distichlis,Erigeron,Eustoma,Flaveria,Haploestes,nada,Nerysirenia,Polygala,Prosopis,Sabatia,Samolus,Schoenus,Sesuvium,Sporobolus,Total general
2009,ago,4.4,0,,,,,,,,,,,,,,0.00329868,,,,0.00329868
2009,ago,4.4,(en blanco),,,,7.85E-07,,,,,,,,,,0.00361284,,,,0.003613625
2009,ago,4.5,0,,,,,,,7.85E-07,,,,,,,,,,,7.85E-07
2009,ago,4.5,(en blanco),,,,,,,7.85E-07,,,,,,,,,,,7.85E-07
2009,ago,4.6,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,4.6,(en blanco),,,,7.85E-07,,,0.032045105,,,,,,,0.001268421,,,,0.033314312
2009,ago,4.7,0,,,,,,,,,,,,,,,0.00494802,,,0.00494802
2009,ago,4.7,(en blanco),,,,,,,0.0074613,,,,,,,0.003927785,7.85E-07,,,0.011389871
2009,ago,4.8,0,,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2009,ago,4.8,(en blanco),,,,,,,0.01272348,,,,,,,0.02898126,,,,0.04170474
2009,ago,4.9,0,,,,,,,,,,,,,,,0.00777546,,,0.00777546
2009,ago,4.9,(en blanco),,,,,,,0.01782858,,,,,,,0.004871836,7.85E-07,,,0.022701202
2009,ago,5.1,0,,,,,,,,,,,,,,0.000003927,,,,0.000003927
2009,ago,5.1,(en blanco),,,,,,,,,,,,7.85E-07,,,,,,7.85E-07
2009,ago,5.2,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2009,ago,5.2,(en blanco),,,,,,,0.0066759,,,,,,,,,,,0.0066759
2009,ago,6.1,0,,,,,,,,,,,,,7.85E-07,,,,,7.85E-07
2009,ago,6.1,(en blanco),,,,,,,0.0015708,,,,,,,,0.0011781,,,0.0027489
2009,ago,6.2,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2009,ago,6.2,(en blanco),,,,,,,,,,,,,,0.00651882,,,,0.00651882
2009,ago,6.3,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,6.3,(en blanco),,,,,,,,,,,,,,0.01468698,,,,0.01468698
2009,ago,6.5,0,,,,,,,,,,,,,,0.0043197,,,,0.0043197
2009,ago,6.5,(en blanco),,,,,,,,,,,,,,2.36E-06,,,,2.36E-06
2009,ago,6.6,0,,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2009,ago,6.6,(en blanco),,,,,,,,,,,,,,0.003883803,,,,0.003883803
2009,ago,6.7,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,6.7,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2009,ago,6.8,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,6.8,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2009,ago,6.9,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,6.9,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2009,ago,7.1,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2009,ago,7.2,0,,,,,,,7.85E-07,,,,,,,,,,,7.85E-07
2009,ago,7.2,(en blanco),,,,7.85E-07,,,,,,,,,,7.85E-07,,,,1.57E-06
2009,ago,7.3,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,7.3,(en blanco),,,,,,,0.00282744,,,,,,,,,,,0.00282744
2009,ago,7.4,0,,,,,,,,,,,,,,0.00031416,,,,0.00031416
2009,ago,7.4,(en blanco),,,,,,,0.00219912,,,,,,,0.00094248,0.00094248,,,0.00408408
2009,ago,8.1,0,,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2009,ago,8.1,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,8.2,0,,,,,,,,,,,,,,3.14E-06,,,,3.14E-06
2009,ago,8.2,(en blanco),,,,7.85E-07,,,0.00329868,,,,,,,0.00267036,,,,0.005969825
2009,ago,8.3,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2009,ago,8.3,(en blanco),,,,,,,,,,,,,,0.0047124,,,,0.0047124
2009,ago,1.1O,0,,,,,,,,,,,,,,3.14E-06,,,,3.14E-06
2009,ago,1.1O,(en blanco),,,,7.85E-07,,,0.01484406,,,,,,,0.02521134,0.00204204,,,0.042098225
2009,ago,1.1OO,0,,,,,,,,,,,,,,0.0062832,,,,0.0062832
2009,ago,1.1OO,(en blanco),,,,7.85E-07,,,0.11529672,,,,,7.85E-07,,0.03817044,,,,0.153468731
2009,ago,1.2O,0,,,,,,,,,,,,,,0.0636174,,,,0.0636174
2009,ago,1.2O,(en blanco),,,,7.85E-07,,,0.00070686,,,,,,,0.02097018,0.00047124,,,0.022149065
2009,ago,1.3O,0,,,,,,,,,,,,,1.57E-06,,,,,1.57E-06
2009,ago,1.3O,(en blanco),,,,,,,,,,,,,,0.032598027,0.00047124,,,0.033069267
2009,ago,1.4O,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2009,ago,1.4O,(en blanco),,,,7.85E-07,,,,,,,,,,0.002358556,0.00125664,,,0.003615982
2009,ago,1.5O,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,1.5O,(en blanco),,,,,,,0.15967182,0.001178885,,,,,5.50E-06,0.04767378,7.85E-07,,,0.208530769
2009,ago,1.6O,0,,,,,,,,,,,,,,0.00439824,,,,0.00439824
2009,ago,1.6O,(en blanco),,,,,,,0.0270963,,,,,,,0.0035343,,,,0.0306306
2009,ago,1.7O,13,,,,,,,,,,,,,,0.0125664,,,,0.0125664
2009,ago,1.7O,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2009,ago,1.84+1.85,0,,,,,,,,,,,,,,,2.403324,,,2.403324
2009,ago,1.84+1.85,(en blanco),,,,2.36E-06,,,0.12574254,,,,,,7.85E-07,0.272492174,3.9835488,,1.57E-06,4.381788226
2009,ago,1.8O,0,,,,,,,0.14184324,,,,,,,,,,,0.14184324
2009,ago,1.8O,(en blanco),,,,1.57E-06,,,0.14969724,,,,,,,0.07948248,,,7.85E-07,0.229182076
2009,ago,1.9O,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,1.9O,(en blanco),,,,1.57E-06,,,0.0176715,,,,,,,0.04288284,7.85E-07,,,0.060556696
2009,ago,2.1O,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,2.1O,(en blanco),,,,,,,0.10155222,,,,,,,0.00879648,7.85E-07,,,0.110349485
2009,ago,2.2O,0,,,,,,,,,,,,,,0.000035343,,,,0.000035343
2009,ago,2.2O,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,4.1O,0,,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2009,ago,4.1O,(en blanco),,,,7.85E-07,,,,,,,,,,0.033017431,7.85E-07,,,0.033019001
2009,ago,6.1O,0,,,,,,,,,,,,,,1.02E-05,,,,1.02E-05
2009,ago,6.1O,(en blanco),,,,7.85E-07,,,0.031416,,,,,,,9.42E-06,,,,0.03142621
2009,ago,80A,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,ago,80A,(en blanco),,,,,,,0.38500308,,,,,,3.14E-06,0.11081994,7.85E-07,,,0.495826947
2009,ago,81B,0,,,,,,,0.15708,,,,,,,,,,,0.15708
2009,ago,81B,(en blanco),,,,0.2721411,,,,,,,,,,0.0345576,,,,0.3066987
2009,ago,82C,0,,,,,,,,,,,,,,0.00989604,,,,0.00989604
2009,ago,82C,(en blanco),,,,7.85E-07,,,0.34730388,,,,,,,0.05599902,0.0376992,,,0.441002885
2009,ago,83D,0,,,,,,,,,,,,,,0.00439824,,,,0.00439824
2009,ago,83D,(en blanco),,,,7.85E-07,,,,,,,,,,0.00282744,7.85E-07,,,0.002829011
2009,ago,84E,0,,,,,,,,,,,,,,1.57E-06,,,,1.57E-06
2009,ago,84E,(en blanco),,,,7.85E-07,,,0.02717484,,,,,,,0.02599674,7.85E-07,,,0.053173151
2009,oct,1.1,3,,,,,,,,,,,,,,0.000031416,,,,0.000031416
2009,oct,1.1,(en blanco),,,,7.85E-07,,,0.0035343,,,,,,,,,,,0.003535085
2009,oct,1.101,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.101,(en blanco),,,,,,,,,,,,,,0.07948248,,,,0.07948248
2009,oct,1.11,0,,,,,,,,,,,,,,0.000015708,,,,0.000015708
2009,oct,1.11,(en blanco),,,,7.85E-07,,,0.00094248,,,,,,,0.02246244,0.00094248,,,0.024348185
2009,oct,1.12,0,,,,,,,,,,,,,,0.000007854,,,,0.000007854
2009,oct,1.12,(en blanco),,,,7.85E-07,,,0.0125664,,,,,,,0.0200277,0.000314945,,,0.032909831
2009,oct,1.13,0,,,,,,,,,,,,7.85E-07,,,,,,7.85E-07
2009,oct,1.13,(en blanco),,,,7.85E-07,,,0.00722568,,,,,,,0.024755808,0.0054978,,,0.037480073
2009,oct,1.14,0,,,,,,,,,,,,,,,0.00070686,,,0.00070686
2009,oct,1.14,(en blanco),,,,7.85E-07,,,0.00934626,,,,,,,0.02803878,0.00054978,,,0.037935605
2009,oct,1.15,0,,,,,,,,,,,,,,0.000015708,,,,0.000015708
2009,oct,1.15,(en blanco),,,,7.85E-07,,,0.0047124,,,,,,,0.00691152,0.00031416,,,0.011938865
2009,oct,1.16,0,,,,,,,,,,,,,,0.000023562,,,,0.000023562
2009,oct,1.16,(en blanco),,,,7.85E-07,,,0.00518364,,,,,,,0.0251328,0.0270963,,,0.057413525
2009,oct,1.17,0,,,,,,,,,,,,,,0.00007854,,,,0.00007854
2009,oct,1.17,(en blanco),,,,7.85E-07,,,0.01264494,,,,,,,0.03471468,0.00023562,,,0.047596025
2009,oct,1.18,0,,,,,,,,,,,,,,2.67E-05,,,,2.67E-05
2009,oct,1.18,(en blanco),,,,7.85E-07,,,0.0113883,,,,,,,0.016450988,0.0007854,,,0.028625474
2009,oct,1.19,0,,,,,,,,,,,,,,0.0753984,,,,0.0753984
2009,oct,1.19,(en blanco),,,,7.85E-07,,,0.0208131,,,,,,,0.03173016,0.003927,,,0.056471045
2009,oct,1.2,0,,,,,,,,,,,,,,7.07E-06,,,,7.07E-06
2009,oct,1.21,8,,,,,,,,,,,,,,0.00989604,,,,0.00989604
2009,oct,1.21,(en blanco),,,,7.85E-07,,,,,,,,,,0.015802248,,,,0.015803033
2009,oct,1.22,0,,,,,,,,,,,,,,0.0636174,,,,0.0636174
2009,oct,1.22,(en blanco),,,,,,,0.00219912,,,,,,,0.010066472,,,,0.012265592
2009,oct,1.23,0,,,,,,,0.1696464,,,,,,,,,,,0.1696464
2009,oct,1.23,(en blanco),,,,,,,,,,,,,,0.02638944,,,,0.02638944
2009,oct,1.24,0,,,,,,,,,,,,,,0.0031416,,,,0.0031416
2009,oct,1.24,(en blanco),,,,7.85E-07,,,0.0522291,,,,,,,0.0581196,0.0267036,,,0.137053085
2009,oct,1.25,0,,,,,,,,,,,,0.00125664,,,,,,0.00125664
2009,oct,1.25,(en blanco),,,,7.85E-07,,,0.0109956,,,,,,,0.027491356,0.00534072,,,0.043828462
2009,oct,1.26,0,,,,,,,,,,,,0.00094248,,,,,,0.00094248
2009,oct,1.26,(en blanco),,,,7.85E-07,,,,,,,,,,0.022855925,0.00251328,,,0.025369991
2009,oct,1.27,0,,,,,,,,,,,,,,0.00494802,,,,0.00494802
2009,oct,1.27,(en blanco),,,,7.85E-07,,,0.0035343,,,,,,,0.0094248,0.00329868,,,0.016258565
2009,oct,1.28,0,,,,,,,,,,,,,,0.000011781,,,,0.000011781
2009,oct,1.28,(en blanco),,,,7.85E-07,,,0.0090321,,,,,,,0.02285514,0.00125664,,,0.033144665
2009,oct,1.29,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2009,oct,1.29,(en blanco),,,,7.85E-07,,,,,,,,,,,0.00958188,,,0.009582665
2009,oct,1.31,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.31,(en blanco),,,,,,,,,,,,,,0.0062832,,,,0.0062832
2009,oct,1.32,0,,,,,,,,,,,,,,0.00777546,,,,0.00777546
2009,oct,1.32,(en blanco),,,,7.85E-07,,,0.03133746,,,,,,,0.00125664,0.00007854,,,0.032673425
2009,oct,1.33,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.33,(en blanco),,,,,,,0.00251328,,,,,,,0.01193808,7.85E-07,,,0.014452145
2009,oct,1.34,0,,,,,,,,,,,,,,1.02E-05,,,,1.02E-05
2009,oct,1.34,(en blanco),,,,7.85E-07,,,,,,,,,,0.01327326,0.02222682,,,0.035500865
2009,oct,1.35,0,,,,,,,,,,,,,,0.00031416,,,,0.00031416
2009,oct,1.36,0,,,,,,,,,,,,,,,0.003927,,,0.003927
2009,oct,1.36,(en blanco),,,,7.85E-07,,,0.0094248,,,,,,,,0.01319472,,,0.022620305
2009,oct,1.37,0,,,,,,,,,,,,,,1.57E-06,,,,1.57E-06
2009,oct,1.37,(en blanco),,,,7.85E-07,,,0.027489,,,,,,,0.003927,0.0074613,,,0.038878085
2009,oct,1.38,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.38,(en blanco),,,,,,,,,,,,,,0.0015708,,,,0.0015708
2009,oct,1.39,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.39,(en blanco),,,,,,,0.01641486,,,,,,,0.00322014,0.00793254,,,0.02756754
2009,oct,1.4,0,,,,,,,,,,,,,,2.59E-05,,,,2.59E-05
2009,oct,1.4,(en blanco),,,,7.85E-07,,,,,,,,,,0.00376992,7.85E-07,,,0.003771491
2009,oct,1.41,0,,,,,,,,,,,,,,3.14E-06,,,,3.14E-06
2009,oct,1.41,(en blanco),,,,7.85E-07,,,0.00636174,,,,,,,0.001967427,,,,0.008329952
2009,oct,1.42,0,,,,,,,,,,,,,,0.00384846,,,,0.00384846
2009,oct,1.42,(en blanco),,,,7.85E-07,,,,,,,,,,0.00895356,0.00400554,,,0.012959885
2009,oct,1.43,0,,,,,,,,,,,,,,0.01696464,,,,0.01696464
2009,oct,1.43,(en blanco),,,,7.85E-07,,,0.08584422,,,,,,,0.05199348,,,,0.137838485
2009,oct,1.44,0,,,,,,,,,,,,,,,0.0365211,,,0.0365211
2009,oct,1.44,(en blanco),,,,7.85E-07,,,0.05081538,,,,,,,0.03322242,,,,0.084038585
2009,oct,1.45,0,,,,,,,,,,,,,,,0.02387616,,,0.02387616
2009,oct,1.45,(en blanco),,,,7.85E-07,,,0.20860224,,,,,,,0.03408636,0.01225224,,,0.254941625
2009,oct,1.46,0,,,,,,,,,,,,,,1.10E-05,,,,1.10E-05
2009,oct,1.46,(en blanco),,,,7.85E-07,,,0.00164934,,,,,,,0.01130976,,,,0.012959885
2009,oct,1.47,0,,,,,,,,,,,,,,,0.02073456,,,0.02073456
2009,oct,1.47,(en blanco),,,,7.85E-07,,,,,,,,,,0.024517832,,,,0.024518617
2009,oct,1.48,0,,,,,,,,,,,,,,0.00007854,,,,0.00007854
2009,oct,1.48,(en blanco),,,,7.85E-07,,,0.011781,,,,,,,0.00188496,0.00015708,,,0.013823825
2009,oct,1.49,0,,,,,,,,,,,,7.85E-07,,,,,,7.85E-07
2009,oct,1.49,(en blanco),,,,7.85E-07,,,,,,,,,,0.019246227,,,,0.019247012
2009,oct,1.5,0,,,,,,,0.00047124,,,,,,,,,,,0.00047124
2009,oct,1.5,(en blanco),,,,7.85E-07,,,,,,,,,,0.047990296,,,,0.047991082
2009,oct,1.51,15,,,,,,,,,,,,,,,0.5513508,,,0.5513508
2009,oct,1.51,(en blanco),,,,1.57E-06,,,0.01036728,,,,,,0.00007854,0.02419032,0.129591,,,0.164228711
2009,oct,1.52,0,,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2009,oct,1.52,(en blanco),,,,7.85E-07,,,1.14566298,,,,,,,0.31211796,,,7.85E-07,1.457782511
2009,oct,1.53,0,,,,,,,,,,,,,,0.00188496,,,,0.00188496
2009,oct,1.53,(en blanco),,,,7.85E-07,,,,,,,,,,0.00133518,,,,0.001335965
2009,oct,1.54,0,,,,,,,,,,,,,,0.0023562,,,,0.0023562
2009,oct,1.54,(en blanco),,,,7.85E-07,,,0.07398468,,,,,,,0.03911292,0.00141372,,7.85E-07,0.114512891
2009,oct,1.55,0,,,,,,,,,0,,,,,,,,,0
2009,oct,1.56,0,,,,,,,,,,,,,,,0.02089164,,,0.02089164
2009,oct,1.56,(en blanco),,,,,,,0.17451588,,,,,,,0.01672902,,,7.85E-07,0.191245685
2009,oct,1.57,12,,,,,,,,,,,,,,0.00007854,,,,0.00007854
2009,oct,1.57,(en blanco),,,,7.85E-07,,,0.0062832,,,,,,,0.01162392,,,7.85E-07,0.017908691
2009,oct,1.58,0,,,,,,,,,,,,,,0.0376992,,,,0.0376992
2009,oct,1.58,(en blanco),,,,,,,0.027489,,,,,,,0.03322242,,,,0.06071142
2009,oct,1.59,0,,,,,,,,,,,,,,0.00007854,,,,0.00007854
2009,oct,1.59,(en blanco),,,,7.85E-07,,,0.02528988,,,,,,,0.06291054,,,,0.088201205
2009,oct,1.6,0,,,,,,,,,,,,,,0.0082467,,,,0.0082467
2009,oct,1.6,(en blanco),,,,7.85E-07,,,,,,,,,,0.0082467,,,,0.008247485
2009,oct,1.61,0,,,,,,,0.1445136,,,,,,,,,,,0.1445136
2009,oct,1.61,(en blanco),,,,,,,,,,,,,,0.01233078,,,7.85E-07,0.012331565
2009,oct,1.62,0,,,,,,,,,,,,,,0.000011781,,,,0.000011781
2009,oct,1.62,(en blanco),,,,,,,,,,,,,,0.01201662,,,,0.01201662
2009,oct,1.63,0,,,,,,,,,,,,,,2.36E-06,,,,2.36E-06
2009,oct,1.63,(en blanco),,,,,,,,,,,,,,1.57E-06,,,,1.57E-06
2009,oct,1.64,0,,,,,,,,,,,,,,,,,0.04029102,0.04029102
2009,oct,1.64,(en blanco),,,,,,,,,,,,,,0.00753984,,,,0.00753984
2009,oct,1.65,0,,,,,,,,,,,,,,2.36E-06,,,,2.36E-06
2009,oct,1.65,(en blanco),,,,7.85E-07,,,0.00125664,,,,,,,0.01288056,,,,0.014137985
2009,oct,1.66,0,,,,,,,0.2780316,,,,,,,,,,,0.2780316
2009,oct,1.66,(en blanco),,,,7.85E-07,,,0.05057976,,,,,,,0.09236304,,,7.85E-07,0.142944371
2009,oct,1.67,0,,,,,,,,,,,,,,0.00094248,,,,0.00094248
2009,oct,1.67,(en blanco),,,,,,,0.0282744,,,,,,7.85E-07,0.0023562,,,,0.030631385
2009,oct,1.68,0,,,,,,,,,,,,,,0.00447678,,,,0.00447678
2009,oct,1.68,(en blanco),,,,,,,0.26436564,,,,,,,,,,,0.26436564
2009,oct,1.69,0,,,,,,,,,,,,,,0.00007854,,,,0.00007854
2009,oct,1.69,(en blanco),,,,7.85E-07,,,0.0604758,,,,,,,0.052240881,,,7.85E-07,0.112718252
2009,oct,1.7,0,,,,,,,,,,,,,,1.41E-05,,,,1.41E-05
2009,oct,1.7,(en blanco),,,,1.57E-06,,,,,,,,,,0.02018478,0.0031416,,,0.023327951
2009,oct,1.71,18,,,,,,,,,,,,,,0.0895356,,,,0.0895356
2009,oct,1.71,(en blanco),,,,7.85E-07,,,0.43487598,,,,,,,0.185280572,,,7.85E-07,0.620158123
2009,oct,1.72,0,,,,,,,,,,,,,,9.42E-06,,,,9.42E-06
2009,oct,1.72,(en blanco),,,,,,,0.0121737,,,,,,,0.029377887,,,7.85E-07,0.041552372
2009,oct,1.73,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.73,(en blanco),,,,,,,,,,,,,,0.02136288,,,,0.02136288
2009,oct,1.74,0,,,,,,,0.1264494,,,,,,,,,,,0.1264494
2009,oct,1.74,(en blanco),,,,7.85E-07,,,0.4021248,,,,,,,0.06801564,7.85E-07,,,0.470142011
2009,oct,1.75,0,,,,,,,,,,,,,,,0.3518592,,,0.3518592
2009,oct,1.75,(en blanco),,,,7.85E-07,,,0.0565488,,,,,,,0.07374906,0.259182,,,0.389480645
2009,oct,1.76,0,,,,,,,,,,,,,,,7.85E-07,,,7.85E-07
2009,oct,1.76,(en blanco),,,,7.85E-07,,,0.51051,,,,,,,0.04272576,,,7.85E-07,0.553237331
2009,oct,1.77,0,,,,,,,,,,,,,,,0.0376992,,,0.0376992
2009,oct,1.77,(en blanco),,,,7.85E-07,,,0.0188496,,,,,0.00125664,,0.03675672,0.1704318,,,0.227295545
2009,oct,1.78,0,,,,,,,,,,,,,,,0.612612,,,0.612612
2009,oct,1.78,(en blanco),,,,7.85E-07,,,0.2324784,,,,,,,0.0459459,7.85E-07,,,0.278425871
2009,oct,1.79,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.79,(en blanco),,,,,,,0.066759785,,,,,,,0.00769692,,,7.85E-07,0.074457491
2009,oct,1.8,0,,,,,,,,,,,,,,8.64E-06,,,,8.64E-06
2009,oct,1.8,(en blanco),,,,7.85E-07,,,,,,,,,1.57E-06,0.038247409,,,,0.038249765
2009,oct,1.81,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.81,(en blanco),,,,,,,0.01303764,,,,,,,0.14906892,,,,0.16210656
2009,oct,1.82,0,,,,,,,,,,,,,,,0.848232,,,0.848232
2009,oct,1.82,(en blanco),,,,7.85E-07,,,1.03429326,,,,,,,0.04194036,0.384846,,7.85E-07,1.461081191
2009,oct,1.83,29,,,,,,,,,,,,,,,0.494802,,,0.494802
2009,oct,1.83,(en blanco),,,,7.85E-07,,,0.00494802,,,,,,,0.26059572,0.5521362,,7.85E-07,0.817681511
2009,oct,1.86,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.86,(en blanco),,,,,,,0.38610264,,,,,,1.57E-06,0.05191494,0.565488,,,1.003507151
2009,oct,1.87,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2009,oct,1.87,(en blanco),,,,7.85E-07,,,0.1539384,,,,,,,0.0997458,0.01162392,,,0.265308905
2009,oct,1.88,0,,,,,,,,,,,,,,0.00494802,,,,0.00494802
2009,oct,1.88,(en blanco),,,,7.85E-07,,,,,,,,,0.00007854,0.02615382,0.00070686,,,0.026940005
2009,oct,1.89,0,,,,,,,,,,,,,,,0.00439824,,,0.00439824
2009,oct,1.89,(en blanco),,,,7.85E-07,,,,,,,,,,0.0019635,,,,0.001964285
2009,oct,1.9,0,,,,,,,,,,,,,,0.0023562,,,,0.0023562
2009,oct,1.9,(en blanco),,,,7.85E-07,,,0.0141372,,,,,,,0.05246472,,,,0.066602705
2009,oct,1.91,4,,,,,,,,,,,,,,,0.01445136,,,0.01445136
2009,oct,1.92,0,,,,,,,0.0153153,,,,,,,,,,,0.0153153
2009,oct,1.92,(en blanco),,,,7.85E-07,,,0.23562,,,,,,,0.096447905,,,0.164934,0.497002691
2009,oct,1.93,0,,,,0.0164934,,,,,,,,,,,,,,0.0164934
2009,oct,1.93,(en blanco),,,,,,,7.85E-07,,,,,,,0.0027489,,,,0.002749685
2009,oct,1.94,7,,,,,,,,,,,,,,3.06E-05,,,,3.06E-05
2009,oct,1.94,(en blanco),,,,7.85E-07,,,0.0035343,,,,,,,0.00188496,,,7.85E-07,0.005420831
2009,oct,1.95,0,,,,,,,7.85E-07,,,,,,,,,,,7.85E-07
2009,oct,1.95,(en blanco),,,,,,,0.239547,,,,,,,0.098568485,,,0.00439824,0.342513725
2009,oct,1.96,0,,,,,,,,,,,,,,0.0047124,,,,0.0047124
2009,oct,1.96,(en blanco),,,,,,,,,,,,,,0.00047124,,,,0.00047124
2009,oct,1.97,0,,,,,,,,,,,,,,0.02528988,,,,0.02528988
2009,oct,1.97,(en blanco),,,,0.0113883,,,,,,,,,,7.85E-07,,,,0.011389085
2009,oct,1.98,0,,,,,,,,,,,,,,0.03251556,,,,0.03251556
2009,oct,1.98,(en blanco),,,,0.031416,,,7.85E-07,,,,,,,,,,7.85E-07,0.031417571
2009,oct,1.99,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,1.99,(en blanco),,,,,,,0.0345576,,,,,,,0.003927,,,,0.0384846
2009,oct,2.1,0,,,,,,,,,,,,,,,0.00031416,,,0.00031416
2009,oct,2.1,(en blanco),,,,,,,0.0212058,,,,,7.85E-07,,0.00973896,,,,0.030945545
2009,oct,2.11,0,,,,,,,,,,,,,,1.57E-06,,,,1.57E-06
2009,oct,2.11,(en blanco),,,,7.85E-07,,,0.0376992,,,,,,,0.0384846,0.00070686,,,0.076891445
2009,oct,2.12,0,,,,,,,,,,,,,,0.000027489,,,,0.000027489
2009,oct,2.12,(en blanco),,,,,,,0.0094248,,,,,,,0.023091545,,,,0.032516345
2009,oct,2.13,0,,,,,,,,,,,,,,0.00950334,,,,0.00950334
2009,oct,2.13,(en blanco),,,,7.85E-07,,,0.00188496,,,,,,,0.0074613,,,,0.009347045
2009,oct,2.14,0,,,,,,,,,,,,,,0.000047124,,,,0.000047124
2009,oct,2.14,(en blanco),,,,,,,,,,,,,,0.00714714,,,7.85E-07,0.007147925
2009,oct,2.15,0,,,,,,,,,,,,,,3.30E-05,,,,3.30E-05
2009,oct,2.15,(en blanco),,,,,,,,,,,,,,0.0267036,,,,0.0267036
2009,oct,2.16,0,,,,,,,,,,,,,,0.0125664,,,,0.0125664
2009,oct,2.16,(en blanco),,,,7.85E-07,,,,,,,,,,0.01123122,,,,0.011232005
2009,oct,2.17,0,,,,,,,,,,,,,,0.000015708,,,,0.000015708
2009,oct,2.17,(en blanco),,,,7.85E-07,,,0.02261952,,,,,,,0.0416262,,,,0.064246505
2009,oct,2.18,0,,,,,,,,,,,,,,0.00219912,,,,0.00219912
2009,oct,2.18,(en blanco),,,,,,,0.01680756,,,,,,,0.01790712,,,,0.03471468
2009,oct,2.19,0,,,,,,,,,,,,,,4.71E-06,,,,4.71E-06
2009,oct,2.19,(en blanco),,,,4.71E-06,,,,,,,,,,,7.85E-07,,,5.50E-06
2009,oct,2.2,0,,,,,,,,,,,,,,,0.00070686,,,0.00070686
2009,oct,2.2,(en blanco),,,,7.85E-07,,,,,,,,,,0.02505426,0.00259182,,,0.027646865
2009,oct,2.21,0,,,,,,,,,,,,,,,0.00007854,,,0.00007854
2009,oct,2.21,(en blanco),,,,7.85E-07,,,,,,,,,,0.001183598,0.00007854,,,0.001262923
2009,oct,2.3,0,,,,,,,,,,,,,,2.51E-05,,,,2.51E-05
2009,oct,2.3,(en blanco),,,,7.85E-07,,,0.00329868,,,,,,,0.008410849,0.00494802,,,0.016658334
2009,oct,2.4,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2009,oct,2.4,(en blanco),,,,,,,,,,,,,,0.0176715,,,,0.0176715
2009,oct,2.5,0,,,,,,,,,,,,,,0.0019635,,,,0.0019635
2009,oct,2.5,(en blanco),,,,7.85E-07,,,,,,,,,,0.0019635,,,,0.001964285
2009,oct,2.6,0,,,,,,,,,,,,,,0.000047124,,,,0.000047124
2009,oct,2.6,(en blanco),,,,,,,0.0035343,,,,,,,0.0062832,0.0066759,,,0.0164934
2009,oct,2.7,0,,,,,,,,,,,,,,0.09566172,,,,0.09566172
2009,oct,2.7,(en blanco),,,,7.85E-07,,,0.066759,,,,,,,,,,,0.066759785
2009,oct,2.8,0,,,,,,,,,,,,,,0.000003927,,,,0.000003927
2009,oct,2.8,(en blanco),,,,7.85E-07,,,,,,,,,,0.003692165,,,,0.003692951
