years,month,sinkholes,level,algas,Cirsium,Dasylirion,Distichlis,Erigeron,Eustoma,Flaveria,Haploestes,nada,Nerysirenia,Polygala,Prosopis,Sabatia,Samolus,Schoenus,Sesuvium,Sporobolus,Total general
2011,jul,6.1O,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,jul,6.1O,(en blanco),,,,,,,,,,,,,,0.00486948,,,,0.00486948
2011,jul,6.6+6.7+6.8,0,,,,0.04775232,,,,,,,,,,,,,,0.04775232
2011,jul,6.6+6.7+6.8,(en blanco),,,,0.033144665,,,0.02167704,0.00227766,,,,,,0.03330096,,,0.0322014,0.122601725
2011,jul,74A,0,,,,,,,,,,,,,,0.0047124,,,,0.0047124
2011,jul,74A,(en blanco),,,,,,,,,,,,,,0.0007854,,,,0.0007854
2011,jul,80A,0,,,,,,,0.1036728,,,,,,,,,,,0.1036728
2011,jul,80A,(en blanco),,,,7.85E-07,,,0.36544662,,,,,,,0.00879648,0.0243474,,,0.398591285
2011,jul,81B,0,,,,,,,0.0365211,,,,,,,,,,,0.0365211
2011,jul,81B,(en blanco),,,,7.85E-07,,,0.21033012,,,,,,,0.0149226,0.0066759,,,0.231929405
2011,jul,82C+83D,0,,,,,,,0.0361284,,,,,,,,,,,0.0361284
2011,jul,82C+83D,(en blanco),,,,,,,0.27308358,,,,,,,0.027489,0.04735962,,,0.3479322
2011,jul,83-84/85,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,jul,83-84/85,(en blanco),,,,7.85E-07,,0.00408408,0.17969952,0.0345576,,,,,0.00188496,0.32837574,5.26893444,,7.85E-07,5.817537911
2011,sep,1.1,0,,,,,,,,,,,,0.00769692,,,,,,0.00769692
2011,sep,1.1,(en blanco),,0.00494802,,,,,,,,,,0.0043197,,0.0483021,,,,0.05756982
2011,sep,1.101,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,1.101,(en blanco),,,,,,,,,,,,,,0.01500114,,,,0.01500114
2011,sep,1.102,0,,,,,,,,,,,,,,0.0054978,,,,0.0054978
2011,sep,1.102,(en blanco),,,,7.85E-07,,,,,,,,,,0.0109956,,,,0.010996385
2011,sep,1.103,0,,,,,,,,,,,,,,0.01225224,,,,0.01225224
2011,sep,1.103,(en blanco),,,,7.85E-07,,0.0054978,0,,,,,0.0019635,,0.00722568,,,,0.014687765
2011,sep,1.104,0,,,,,,,,,,,,,,0.02387616,,,,0.02387616
2011,sep,1.104,(en blanco),,,,7.85E-07,,,,,,,,,,0.02756754,0.00031416,,,0.027882485
2011,sep,1.11,0,,,,,,,,,,,,,,0.00989604,,,,0.00989604
2011,sep,1.11,(en blanco),,,,7.85E-07,,,0.00282744,,,,,,,0.029453285,7.85E-07,,,0.032282296
2011,sep,1.12,0,,,,,,,0.0023562,,,,,,,,,,,0.0023562
2011,sep,1.12,(en blanco),,,,0.003927785,,,0.01916376,,,,,,,0.030081605,,,,0.053173151
2011,sep,1.13,0,,,,,,,,,,,,,,0.03958416,,,,0.03958416
2011,sep,1.13,(en blanco),,,,7.85E-07,,,,,,,,,,0.01751442,0.0031416,,,0.020656805
2011,sep,1.14,0,,,,,,,,,,,,,,,0.0027489,,,0.0027489
2011,sep,1.14,(en blanco),,,,7.85E-07,,,0.00031416,,,,,,,0.04940166,0.00479094,,,0.054507545
2011,sep,1.15,0,,,,,,,,,,,,,,0.0031416,,,,0.0031416
2011,sep,1.15,(en blanco),,,,7.85E-07,,,,,,,,,,0.00918918,,,,0.009189965
2011,sep,1.16,0,,,,,,,,,,,,,,0.0164934,,,,0.0164934
2011,sep,1.16,(en blanco),,,,7.85E-07,,,,,,,,,,0.0349503,0.000707645,,,0.035658731
2011,sep,1.17,0,,,,,,,,,,,,,,0.02419032,,,,0.02419032
2011,sep,1.17,(en blanco),,,,7.85E-07,,,,,,,,,,0.0506583,0.0007854,,,0.051444485
2011,sep,1.18,0,,,,,,,,,,,,,,,0.00094248,,,0.00094248
2011,sep,1.18,(en blanco),,,,7.85E-07,,,,,,,,,0.0015708,0.0098175,0.000019635,,,0.01140872
2011,sep,1.19,0,,,,,,,,,,,,,,0.06503112,,,,0.06503112
2011,sep,1.19,(en blanco),,,,7.85E-07,,,0.01036728,,,,,,,0.02960958,0.00486948,,,0.044847125
2011,sep,1.21,0,,,,,,,,,,,,,,0.0172788,,,,0.0172788
2011,sep,1.21,(en blanco),,,,7.85E-07,,,,0.0007854,,,,,,0.02599674,,,,0.026782925
2011,sep,1.22,0,,,,,,,,,,,,,,0.1036728,,,,0.1036728
2011,sep,1.22,(en blanco),,,,,,,0.0015708,,,,,,,0.052701911,,,,0.054272711
2011,sep,1.23,0,,,,,,,0.11616066,,,,,,,,,,,0.11616066
2011,sep,1.23,(en blanco),,,,7.85E-07,,,,,,,,,,0.0015708,0.0027489,,,0.004320485
2011,sep,1.24,0,,,,,,,,,,,,,,,0.0282744,,,0.0282744
2011,sep,1.24,(en blanco),,,,7.85E-07,,,0.0369138,,,,,,,0.04107642,0.000019635,,,0.07801064
2011,sep,1.25,0,,,,,,,,,,,,,,0.04288284,,,,0.04288284
2011,sep,1.25,(en blanco),,,,7.85E-07,,,,,,,,,,0.0247401,0.00306306,,,0.027803945
2011,sep,1.26,0,,,,,,,,,,,,,,0.07037184,,,,0.07037184
2011,sep,1.26,(en blanco),,,,7.85E-07,,,,,,,,,,0.00518364,0.00070686,,,0.005891285
2011,sep,1.27,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,1.27,(en blanco),,,,,,,,,,,,,,0.02010624,0.005027345,,,0.025133585
2011,sep,1.28,0,,,,,,,,,,,,,,0.01382304,,,,0.01382304
2011,sep,1.28,(en blanco),,,,7.85E-07,,,0.00879648,,,,,,,0.01822128,0.00015708,,,0.027175625
2011,sep,1.32,0,,,,,,,,,,,,,,0.01319472,,,,0.01319472
2011,sep,1.32,(en blanco),,,,7.85E-07,,,,,,,,,,0.02607528,,,,0.026076065
2011,sep,1.33,0,,,,,,,,,,,,,,0.015708,,,,0.015708
2011,sep,1.33,(en blanco),,,,7.85E-07,,,,,,,,,,0.02309076,,,,0.023091545
2011,sep,1.34,0,,,,,,,,,,,,,,,0.00031416,,,0.00031416
2011,sep,1.34,(en blanco),,,,7.85E-07,,,,,,,,,,0.0263109,0.00290598,,,0.029217665
2011,sep,1.35,0,,,,,,,0.0023562,,,,,,,,,,,0.0023562
2011,sep,1.35,(en blanco),,,,7.85E-07,,,,,,,,,,0.00424116,,,,0.004241945
2011,sep,1.36,0,,,,,,,,,,,,,,0.0125664,,,,0.0125664
2011,sep,1.36,(en blanco),,,,7.85E-07,,,,,,,,,,0.02929542,,,,0.029296205
2011,sep,1.37,0,,,,,,,,,,,,,,0.0027489,,,,0.0027489
2011,sep,1.37,(en blanco),,,,,,,,,,,,,,0.02175558,,,,0.02175558
2011,sep,1.39,0,,,,,,,0.00376992,,,,,,,,,,,0.00376992
2011,sep,1.39,(en blanco),,,,7.85E-07,,,,,,,,,,0.04523904,,,,0.045239825
2011,sep,1.4,0,,,,,,,,,,,,,,0.00031416,,,,0.00031416
2011,sep,1.4,(en blanco),,,,7.85E-07,,,,,,,,,,0.00345576,,,,0.003456545
2011,sep,1.41,0,,,,,,,,,,,,,,0.0023562,,,,0.0023562
2011,sep,1.41,(en blanco),,,,7.85E-07,,,,,,,,,,0.00573342,,,,0.005734205
2011,sep,1.43,0,,,,,,,,,,,,,,0.00376992,,,,0.00376992
2011,sep,1.43,(en blanco),,,,,,,,,,,,,,0.11027016,,,,0.11027016
2011,sep,1.44,0,,,,,,,,,,,,,,0.01123122,,,,0.01123122
2011,sep,1.44,(en blanco),,,,7.85E-07,,,0.03110184,,,,,,,0.04680984,0.01005312,,,0.087965585
2011,sep,1.45,0,,,,,,,,,,,,,,0.00047124,,,,0.00047124
2011,sep,1.45,(en blanco),,,,,,,,,,,,,,0.04539612,0.00620466,,7.85E-07,0.051601565
2011,sep,1.46,0,,,,,,,,,,,,,,0.00439824,,,,0.00439824
2011,sep,1.46,(en blanco),,,,7.85E-07,,,0.00094248,,,,,,,0.01633632,,,,0.017279585
2011,sep,1.47,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,1.47,(en blanco),,,,,,,,,,,,,,0.04099788,0.00282744,,,0.04382532
2011,sep,1.48,0,,,,,,,,,,,,,,0.0015708,,,,0.0015708
2011,sep,1.48,(en blanco),,,,7.85E-07,,,0.00094248,,,,,,,0.002042825,,,,0.002986091
2011,sep,1.49,0,,,,,,,,,,,,,,0.035343,,,,0.035343
2011,sep,1.49,(en blanco),,,,7.85E-07,,,0.0015708,,,,,,,0.00659736,,,,0.008168945
2011,sep,1.5,0,,,,,,,,,,,,,,0.0200277,,,,0.0200277
2011,sep,1.5,(en blanco),,,,7.85E-07,,,,,,,,,,0.0098175,,,,0.009818285
2011,sep,1.51,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2011,sep,1.51,(en blanco),,,,7.85E-07,,,0.01343034,0.00408408,,,,,7.85E-07,0.03188724,0.18048492,,,0.229888151
2011,sep,1.52,0,,,,,,,0.27489,,,,,,,,,,,0.27489
2011,sep,1.52,(en blanco),,,,,,,1.15579464,,,,,,,0.19902036,,,7.85E-07,1.354815785
2011,sep,1.54,0,,,,,,,,,,,,,,0.0251328,,,,0.0251328
2011,sep,1.54,(en blanco),,,,7.85E-07,,,0.00070686,,,,,,,0.003927,,,7.85E-07,0.004635431
2011,sep,1.57,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,1.57,(en blanco),,,,,,,,,,,,,,0.00636174,,,,0.00636174
2011,sep,1.58,0,,,,,,,,,,,,,,0.011781,,,,0.011781
2011,sep,1.58,(en blanco),,,,7.85E-07,,,0.0251328,,,,,,,0.08686524,,,,0.111998825
2011,sep,1.59,0,,,,,,,,,,,,,,0.0361284,,,,0.0361284
2011,sep,1.59,(en blanco),,,,7.85E-07,,,0.023562,0.0023562,,,,,,0.1994916,0.0267036,,7.85E-07,0.252114971
2011,sep,1.6,0,,,,,,,,,,,,,,0.0023562,,,,0.0023562
2011,sep,1.6,(en blanco),,,,7.85E-07,,,,,,,,,,0.03039498,,,,0.030395765
2011,sep,1.63,0,,,,,,,,,,,,,,0.00007854,,,,0.00007854
2011,sep,1.63,(en blanco),,,,,,,,0.00015708,,,,,,7.85E-07,,,7.85E-07,0.000158651
2011,sep,1.65,0,,,,,,,,,,,,,,0.00769692,,,,0.00769692
2011,sep,1.65,(en blanco),,,,7.85E-07,,,,0.00031416,,,,,,0.0031416,,,,0.003456545
2011,sep,1.66,0,,,,,,,0.255255,,,,,,,,,,,0.255255
2011,sep,1.66,(en blanco),,,,7.85E-07,,,0.01633632,,,,,,,,,,7.85E-07,0.016337891
2011,sep,1.67,0,,,,,,,0.01735734,,,,,,,,,,,0.01735734
2011,sep,1.67,(en blanco),,,,,,,,,,,,,,0.00047124,,,,0.00047124
2011,sep,1.68,0,,,,,,,0.145299,,,,,,,,,,,0.145299
2011,sep,1.68,(en blanco),,,,,,,0.0023562,,,,,,,0.0011781,,,,0.0035343
2011,sep,1.69,0,,,,,,,,,,,,,,0.00015708,,,,0.00015708
2011,sep,1.69,(en blanco),,,,7.85E-07,,,,0.11121264,,,,,,0.01680756,,,7.85E-07,0.128021771
2011,sep,1.7,0,,,,,,,,,,,,,,,0.00007854,,,0.00007854
2011,sep,1.7,(en blanco),,,,,,,,,,,,,,0.027332705,0.0003927,,,0.027725405
2011,sep,1.71,0,,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2011,sep,1.71,(en blanco),,,,7.85E-07,,,0.17137428,0.05372136,,,,,,0.08411634,,,,0.309212765
2011,sep,1.72,0,,,,,,,,,,,,,,0.1237005,,,,0.1237005
2011,sep,1.72,(en blanco),,,,,,,0.00463386,,,,,,,0.03542154,,,7.85E-07,0.040056185
2011,sep,1.73,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,1.73,(en blanco),,,,,,,0.00094248,,,,,,,0.00219912,,,,0.0031416
2011,sep,1.74,0,,,,,,,0.1107414,,,,,,,,,,,0.1107414
2011,sep,1.74,(en blanco),,,,7.85E-07,,,0.3129819,,,,,,,0.04586736,0.01869252,,,0.377542565
2011,sep,1.75,0,,,,,,,,,,,,,,,0.5407479,,,0.5407479
2011,sep,1.75,(en blanco),,,,7.85E-07,,,0.17341632,0.00565488,,,,,,0.0184569,,,,0.197528885
2011,sep,1.76,0,,,,,,,0.21865536,,,,,,,,,,,0.21865536
2011,sep,1.76,(en blanco),,,,0.0687225,,,,,,,,,,0.0149226,0.00015708,,7.85E-07,0.083802965
2011,sep,1.77,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,1.77,(en blanco),,,,,,,0.0376992,,,,,,,0.03487176,0.467313,,,0.53988396
2011,sep,1.78,0,,,,,,,,,,,,,,,0.05466384,,,0.05466384
2011,sep,1.78,(en blanco),,,,7.85E-07,,,0.02136288,,,,,,,0.03267264,0.0659736,,,0.120009905
2011,sep,1.79,0,,,,,,,,,,,,,,0.00031416,,,,0.00031416
2011,sep,1.79,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,1.8,0,,,,,,,,,,,,,,0.01429428,,,,0.01429428
2011,sep,1.8,(en blanco),,,,7.85E-07,,,,,,,,,7.85E-07,0.016180025,,,,0.016181596
2011,sep,1.81,0,,,,,,,,,,,,,,0.02246244,,,,0.02246244
2011,sep,1.81,(en blanco),,,,7.85E-07,,,0.0200277,,,,,,,0.0679371,0.0023562,,,0.090321785
2011,sep,1.82,0,,,,,,,,,,,,,,,0.376992,,,0.376992
2011,sep,1.82,(en blanco),,,,7.85E-07,,,0.82380606,0.00031416,,,,,,0.13885872,0.2167704,,7.85E-07,1.179750911
2011,sep,1.86,0,,,,,,,,,,,,,,,1.468698,,,1.468698
2011,sep,1.86,(en blanco),,,,7.85E-07,,,0.070686,,,,,,7.85E-07,0.20192634,,,,0.272613911
2011,sep,1.87,0,,,,,,,0.06997914,,,,,,,,,,,0.06997914
2011,sep,1.87,(en blanco),,,,7.85E-07,,,0.0329868,,,,,,,0.03864168,0.00973896,,7.85E-07,0.081369011
2011,sep,1.88,0,,,,,,,,,,,,,,0.01429428,,,,0.01429428
2011,sep,1.88,(en blanco),,,,7.85E-07,,,,,,,,,,0.03683526,0.0074613,,,0.044297345
2011,sep,1.89,0,,,,,,,,,,,,,,0.0019635,,,,0.0019635
2011,sep,1.89,(en blanco),,,,7.85E-07,,,,,,,,,,0.00502656,0.00282744,,,0.007854785
2011,sep,1.9,0,,,,,,,,,,,,,,0.02261952,,,,0.02261952
2011,sep,1.9,(en blanco),,,,7.85E-07,,,,,,,,,,0.072100505,,,,0.072101291
2011,sep,1.91,0,,,,,,,,,,,,,,0.00094248,,,,0.00094248
2011,sep,1.91,(en blanco),,,,,,,,,,,,,,0.00047124,,,,0.00047124
2011,sep,1.92,0,,,,,,,0.094248,,,,,,,,,,,0.094248
2011,sep,1.92,(en blanco),,,,,,0.011781,0.1264494,,,,,,,7.85E-07,,,7.85E-07,0.138231971
2011,sep,1.94,0,,,,,,,,,,,,,,0.00565488,,,,0.00565488
2011,sep,1.94,(en blanco),,,,,,,,,,,,,,0.062832,,,7.85E-07,0.062832785
2011,sep,1.95,0,,,,,,,,,,,,,,0.0361284,,,,0.0361284
2011,sep,1.95,(en blanco),,,,7.85E-07,,,0.20404692,,,,,,,0.00848232,,,7.85E-07,0.212530811
2011,sep,1.96,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2011,sep,1.97,0,,,,,,,,,,,,,,0.0188496,,,,0.0188496
2011,sep,1.97,(en blanco),,,,7.85E-07,,,,,,,,,,0.01602216,,,,0.016022945
2011,sep,1.99,0,,,,,,,,,,,,,,0.00777546,,,,0.00777546
2011,sep,1.99,(en blanco),,,,7.85E-07,,,0.0086394,,,,,,,0.0003927,,,,0.009032885
2011,sep,2.1,0,,,,,,,,,,,,,,0.0282744,,,,0.0282744
2011,sep,2.1,(en blanco),,,,7.85E-07,,,,,,,,,,0.006283985,0.00015708,,,0.006441851
2011,sep,2.11,0,,,,,,,,,,,,,,0.0361284,,,,0.0361284
2011,sep,2.11,(en blanco),,,,,,,,,,,,,,0.06652338,0.00031416,,,0.06683754
2011,sep,2.12,0,,,,,,,,,,,,,,0.05277888,,,,0.05277888
2011,sep,2.12,(en blanco),,,,,,,,,,,,,,0.04060518,,,,0.04060518
2011,sep,2.14,0,,,,,,,,,,,,,,0.0424116,,,,0.0424116
2011,sep,2.14,(en blanco),,,,,,,,,,,,,,0.00832524,,,,0.00832524
2011,sep,2.15,0,,,,,,,,,,,,,,0.04335408,,,,0.04335408
2011,sep,2.15,(en blanco),,,,,,,,,,,,,,0.02175558,,,,0.02175558
2011,sep,2.16,0,,,,,,,,,,,,,,0.0212058,,,,0.0212058
2011,sep,2.16,(en blanco),,,,7.85E-07,,,,0.00188496,,,,,,0.0306306,,,7.85E-07,0.032517131
2011,sep,2.17,0,,,,,,,,,,,,,,0.0345576,,,,0.0345576
2011,sep,2.17,(en blanco),,,,,,,,,,,,,,0.00934626,,,,0.00934626
2011,sep,2.18,0,,,,,,,,,,,,,,0.0439824,,,,0.0439824
2011,sep,2.18,(en blanco),,,,7.85E-07,,,,0.0011781,,,,,,0.02489718,,,,0.026076065
2011,sep,2.19,0,,,,,,,,,,,,,,0.02136288,,,,0.02136288
2011,sep,2.19,(en blanco),,,,,,,,,,,,,,0.03675672,,,7.85E-07,0.036757505
2011,sep,2.2,0,,,,,,,,,,,,,,0.0345576,,,,0.0345576
2011,sep,2.2,(en blanco),,,,7.85E-07,,,0.0047124,,,,,,,0.03345804,0.00023562,,,0.038406845
2011,sep,2.21,0,,,,,,,,,,,,,,0.00848232,,,,0.00848232
2011,sep,2.21,(en blanco),,,,7.85E-07,,,,,,,,,,0.04256868,0.00267036,,,0.045239825
2011,sep,2.3,0,,,,,,,,,,,,,,0.0267036,,,,0.0267036
2011,sep,2.3,(en blanco),,,,7.85E-07,,,,,,,,,,0.00031416,0.00023562,,,0.000550565
2011,sep,2.4,0,,,,,,,,,,,,,,0.01005312,,,,0.01005312
2011,sep,2.4,(en blanco),,,,7.85E-07,,,0.00094248,,,,,,,,,,,0.000943265
2011,sep,2.5,0,,,,,,,,,,,,,,,0.00007854,,,0.00007854
2011,sep,2.5,(en blanco),,,,7.85E-07,,,,,,,,,,0.0102102,0.00007854,,,0.010289525
2011,sep,2.6,0,,,,,,,,,,,,,,0.0141372,,,,0.0141372
2011,sep,2.6,(en blanco),,,,7.85E-07,,,,,,,,,,0.00384846,0.00007854,,,0.003927785
2011,sep,2.7,0,,,,,,,,,,,,,,0.01979208,,,,0.01979208
2011,sep,2.7,(en blanco),,,,7.85E-07,,,,,,,,,,0.03290826,0.00149226,,,0.034401305
2011,sep,2.8,0,,,,,,,,,,,,,,0.0141372,,,,0.0141372
2011,sep,2.8,(en blanco),,,,7.85E-07,,,0.00699006,,,,,,,0.0349503,0.0062832,,,0.048224345
2011,sep,4.1,0,,,,,,,,,,,,,,0.0015708,,,,0.0015708
2011,sep,4.1,(en blanco),,,,7.85E-07,,,,,,,,,,0.004556105,,,7.85E-07,0.004557676
2011,sep,4.2,0,,,,,,,,,,,,,,0.00636174,,,,0.00636174
2011,sep,4.2,(en blanco),,,,,,,,,,,,,,0.00911064,,,,0.00911064
2011,sep,4.4,0,,,,,,,,,,,,,,0.00848232,,,,0.00848232
2011,sep,4.4,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,4.5,0,,,,,,,,,,,,,,0.00636174,,,,0.00636174
2011,sep,4.5,(en blanco),,,,7.85E-07,,,,,,,,,,0.00376992,,,,0.003770705
2011,sep,4.6,0,,,,,,,,,,,,,,0.00376992,,,,0.00376992
2011,sep,4.6,(en blanco),,,,7.85E-07,,,,,,,,,,0.04531758,,,,0.045318365
2011,sep,4.7,0,,,,,,,,,,,,,,0.0019635,,,,0.0019635
2011,sep,4.7,(en blanco),,,,7.85E-07,,,,,,,,,,0.00172788,0.00070686,,,0.002435525
2011,sep,4.8,0,,,,,,,,,,,,,,,0.00031416,,,0.00031416
2011,sep,4.8,(en blanco),,,,7.85E-07,,,0.00329868,,,,,,,0.01390158,0.04665276,,,0.063853805
2011,sep,4.9,0,,,,,,,,,,,,,,0.0188496,,,,0.0188496
2011,sep,4.9,(en blanco),,,,7.85E-07,,,,,,,,,,,0.00007854,,,7.93E-05
2011,sep,5.2,0,,,,,,,,,,,,,,0.00031416,,,,0.00031416
2011,sep,5.2,(en blanco),,,,,,,0.00439824,,,,,,,,7.85E-07,,,0.004399025
2011,sep,6.1,32,,,,,,,,,,,,,,0.00494802,,,,0.00494802
2011,sep,6.1,(en blanco),,,,7.85E-07,,,,,,,,,,0.010839305,,,,0.010840091
2011,sep,6.2,0,,,,,,,,,,,,,,0.00439824,,,,0.00439824
2011,sep,6.2,(en blanco),,,,7.85E-07,,,,,,,,,,0.02913834,0.00007854,,,0.029217665
2011,sep,6.3,0,,,,,,,,,,,,,,0.01429428,,,,0.01429428
2011,sep,6.3,(en blanco),,,,7.85E-07,,,,,,,,,,0.02324784,,,,0.023248625
2011,sep,6.5,0,,,,,,,,,,,,,,0.00031416,,,,0.00031416
2011,sep,6.5,(en blanco),,,,,,,,,,,,,,0.0023562,,,,0.0023562
2011,sep,6.9,0,,,,,,,,,,,,,,0.00094248,,,,0.00094248
2011,sep,6.9,(en blanco),,,,1.57E-06,,,,,,,,,,0.0526218,,,7.85E-07,0.052624156
2011,sep,7.2,0,,,,,,,,,,,,,,0.0062832,,,,0.0062832
2011,sep,7.2,(en blanco),,,,7.85E-07,,,0.0027489,,,,,,,0.02293368,,,,0.025683365
2011,sep,7.4,0,,,,,,,,,,,,,,0.00879648,,,,0.00879648
2011,sep,7.4,(en blanco),,,,7.85E-07,,,,,,,,,,,0.00070686,,,0.000707645
2011,sep,8.1,0,,,,,,,,,,,,,,0.0376992,,,,0.0376992
2011,sep,8.1,(en blanco),,,,7.85E-07,,,0.00188496,,,,,,,0.00769692,0.00188496,,,0.011467625
2011,sep,8.2,0,,,,,,,,,,,,,,0.0102102,,,,0.0102102
2011,sep,8.2,(en blanco),,,,7.85E-07,,,,,,,,,,0.02693922,0.00007854,,,0.027018545
2011,sep,8.3,0,,,,,,,,,,,,,,0.00518364,,,,0.00518364
2011,sep,8.3,(en blanco),,,,7.85E-07,,,,,,,,,,0.00722568,0.00023562,,,0.007462085
2011,sep,9.1,0,,,,,,,,,,,,,,0.0054978,,,,0.0054978
2011,sep,9.1,(en blanco),,,,1.57E-06,,,,,,,,,,0.0011781,,,,0.001179671
2011,sep,9.2,0,,,,,,,,,,,,,,0.0251328,,,,0.0251328
2011,sep,9.2,(en blanco),,,,7.85E-07,,,,,,,,,,0.0043197,,,,0.004320485
2011,sep,10.1,0,,,,,,,,,,,,,,0.0251328,,,,0.0251328
2011,sep,10.1,(en blanco),,,,7.85E-07,,,,,,,,,,0.023562,,,,0.023562785
2011,sep,10.2,0,,,,,,,,,,,,,,0.00094248,,,,0.00094248
2011,sep,10.2,(en blanco),,,,,,,,,,,,,,0.00149226,,,,0.00149226
2011,sep,11.1,0,,,,,,,,,,,,,,0.00070686,,,,0.00070686
2011,sep,12.1,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,12.1,(en blanco),,,,,,,,0.00007854,,,,,,,,,7.85E-07,7.93E-05
2011,sep,12.2,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,12.2,(en blanco),,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2011,sep,12.3,0,,,,,,,,,,,,,,7.85E-07,,,,7.85E-07
2011,sep,12.3,(en blanco),,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,12.4,0,,,,,,,,,,,,,,0.00070686,,,,0.00070686
2011,sep,12.4,(en blanco),,,,7.85E-07,,,,,,,,,,0,,,,7.85E-07
2011,sep,13.1,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,13.2,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,14.1,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,1.1O,0,,,,,,,,,,,,,,0.0129591,,,,0.0129591
2011,sep,1.1O,(en blanco),,,,7.85E-07,,,0.00306306,,,,,,,0.03919146,0.00793254,,,0.050187845
2011,sep,1.1OO,0,,,,,,,,,,,,,,0.0023562,,,,0.0023562
2011,sep,1.1OO,(en blanco),,,,7.85E-07,,,,,,,,,,0.000943265,,,,0.000944051
2011,sep,1.2O,0,,,,,,,,,,,,,,0.01979208,,,,0.01979208
2011,sep,1.2O,(en blanco),,,,7.85E-07,,,0.02756754,,,,,,,0.04296138,0.0003927,,,0.070922405
2011,sep,1.3O,0,,,,,,,,,,,,,,0.0023562,,,,0.0023562
2011,sep,1.3O,(en blanco),,,,7.85E-07,,,,,,,,,,0.05057976,,,,0.050580545
2011,sep,1.4O,0,,,,,,,,,,,,,,0.02261952,,,,0.02261952
2011,sep,1.4O,(en blanco),,,,7.85E-07,,,0.00376992,,,,,,,0.00761838,,,,0.011389085
2011,sep,1.55+1.56,0,,,,,,,,,,,,,,,0.00031416,,,0.00031416
2011,sep,1.55+1.56,(en blanco),,,,7.85E-07,,,0.13830894,,,,,,,0.08553006,,,7.85E-07,0.223840571
2011,sep,1.5O,0,,,,,,,0.0062832,,,,,,,,,,,0.0062832
2011,sep,1.5O,(en blanco),,,,,,,0.83739348,0.00565488,,,,,,0.11215512,,,7.85E-07,0.955204265
2011,sep,1.62+5.1,0,,,,,,,,,,,,,,0.03927,,,,0.03927
2011,sep,1.62+5.1,(en blanco),,,,,,,,,,,,,,0.01712172,,,7.85E-07,0.017122505
2011,sep,1.6O,0,,,,,,,,,,,,,,0.0086394,,,,0.0086394
2011,sep,1.6O,(en blanco),,,,,,,,,,,,,,0.00031416,,,,0.00031416
2011,sep,1.7O,0,,,,,,,,,,,,,,0.0047124,,,,0.0047124
2011,sep,1.7O,(en blanco),,,,,,,,,,,,,,,,,7.85E-07,7.85E-07
2011,sep,1.83.1,0,,,,,,,0.04288284,,,,,,,,,,,0.04288284
2011,sep,1.83.1,(en blanco),,,,1.57E-06,,,0.02104872,,,,,,,0.00699006,0.01162392,,,0.039664271
2011,sep,1.8O,0,,,,,,,,,,,,,,0.0153153,,,,0.0153153
2011,sep,1.8O,(en blanco),,,,7.85E-07,,,,0.00541926,,,,,,0.06424572,,,,0.069665765
2011,sep,1.9O,0,,,,,,,,,,,,,,0.00282744,,,,0.00282744
2011,sep,1.9O,(en blanco),,,,7.85E-07,,,0.017279585,,,,,,7.85E-07,0.0027489,0.00691152,,,0.026941576
2011,sep,2.11.1,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,2.11.1,(en blanco),,,,,,,,,,,,,,0.0051051,,,,0.0051051
2011,sep,2.1O,0,,,,,,,,,,,,,,0.00565488,,,,0.00565488
2011,sep,2.1O,(en blanco),,,,7.85E-07,,,0.06408864,,,,,,,0.02246244,0.00070686,,,0.087258725
2011,sep,2.2O,0,,,,7.85E-07,,,,,,,,,,,,,,7.85E-07
2011,sep,4.8.1,0,,,,,,,,,,,,,,0.00918918,,,,0.00918918
2011,sep,4.8.1,(en blanco),,,,,,,,,,,,,,0.0424116,,,,0.0424116
2011,sep,6.1O,0,,,,,,,,,,,,,,0.0062832,,,,0.0062832
2011,sep,6.1O,(en blanco),,,,7.85E-07,,,,,,,,,,0.03777774,,,,0.037778525
2011,sep,6.6+6.7+6.8,0,,,,,,,,,,,,,,0.01319472,,,,0.01319472
